PF00001	PF00001
PF00001	PF00048
PF00001	PF00069
PF00001	PF00085
PF00001	PF00159
PF00001	PF00254
PF00001	PF00322
PF00001	PF00339
PF00001	PF00400
PF00001	PF00503
PF00001	PF00516
PF00001	PF00959
PF00001	PF00976
PF00001	PF01296
PF00001	PF01821
PF00001	PF02044
PF00001	PF02070
PF00001	PF02202
PF00001	PF02752
PF00001	PF03002
PF00001	PF04644
PF00001	PF05824
PF00001	PF07361
PF00001	PF07686
PF00001	PF08035
PF00001	PF10413
PF00001	PF11109
PF00001	PF13088
PF00001	PF13306
PF00001	PF13692
PF00001	PF15040
PF00001	PF15171
PF00001	PF15172
PF00001	PF15183
PF00001	PF15360
PF00001	PF21947
PF00001	PF22050
PF00002	PF00002
PF00002	PF00123
PF00002	PF00214
PF00002	PF00301
PF00002	PF00400
PF00002	PF00473
PF00002	PF00503
PF00002	PF00959
PF00002	PF01279
PF00002	PF02793
PF00002	PF04901
PF00002	PF07361
PF00002	PF07686
PF00002	PF13692
PF00002	PF14980
PF00003	PF00003
PF00003	PF00258
PF00003	PF00503
PF00003	PF00959
PF00003	PF07361
PF00003	PF07562
PF00003	PF07686
PF00003	PF18148
PF00004	PF00004
PF00004	PF00101
PF00004	PF00227
PF00004	PF00240
PF00004	PF00439
PF00004	PF00705
PF00004	PF01078
PF00004	PF01434
PF00004	PF02144
PF00004	PF02301
PF00004	PF02359
PF00004	PF02747
PF00004	PF02788
PF00004	PF02861
PF00004	PF02916
PF00004	PF02933
PF00004	PF03215
PF00004	PF04084
PF00004	PF04139
PF00004	PF05020
PF00004	PF05021
PF00004	PF05362
PF00004	PF05695
PF00004	PF06581
PF00004	PF07034
PF00004	PF07724
PF00004	PF08519
PF00004	PF08542
PF00004	PF08740
PF00004	PF09079
PF00004	PF09116
PF00004	PF09336
PF00004	PF10294
PF00004	PF10431
PF00004	PF10584
PF00004	PF10602
PF00004	PF13177
PF00004	PF13191
PF00004	PF13401
PF00004	PF14629
PF00004	PF16193
PF00004	PF16450
PF00004	PF16790
PF00004	PF17862
PF00004	PF17863
PF00004	PF17866
PF00004	PF17871
PF00004	PF17872
PF00004	PF18137
PF00004	PF18138
PF00004	PF21228
PF00004	PF21236
PF00004	PF21328
PF00004	PF21429
PF00004	PF21960
PF00004	PF21964
PF00004	PF22107
PF00004	PF22241
PF00004	PF22606
PF00004	PF22667
PF00005	PF00005
PF00005	PF00069
PF00005	PF00281
PF00005	PF00358
PF00005	PF00528
