Gene,expression
PACRGL,0.055114638
KCNIP4,0.137448022
GPR125,0.293479064
PPARGC1A,0.313274511
RP13-497K6.1,0.017243282
DHX15,0.404680728
SOD3,1.414662749
CCDC149,0.206419834
SEPSECS,0.15302488
PI4K2B,0.272106111
ZCCHC4,0.142717382
ANAPC4,0.193393622
SEL1L3,0.53393882
SMIM20,0.569832206
RBPJ,0.234075574
TBC1D19,0.097062839
STIM2,0.071725417
ARAP2,0.657941274
C4orf19,0.213205127
RELL1,0.157764498
PGM2,0.023107313
TBC1D1,0.527666023
KLF3,2.517914609
TLR1,0.041625042
FAM114A1,0.397044844
TMEM156,0.095594983
RFC1,0.188416846
KLB,0.070974336
RPL9,15.41937128
LIAS,0.178288275
UGDH,1.309506193
SMIM14,2.086790215
UBE2K,0.540642459
PDS5A,0.466373313
N4BP2,0.147525822
RBM47,2.191066691
APBB2,0.05583595
LIMCH1,0.157354949
TMEM33,0.478233451
SLC30A9,0.187236107
ATP8A1,0.150893356
GUF1,0.396998802
GNPDA2,0.06468976
COMMD8,0.189367481
ATP10D,0.019139489
NFXL1,0.133261433
NIPAL1,0.499636181
CNGA1,0.09156487
SLAIN2,0.346852876
FRYL,1.227298638
OCIAD1,1.302496144
OCIAD2,1.303531968
DCUN1D4,0.272900668
RP11-365H22.2,0.005565747
SGCB,0.036382771
SPATA18,0.020241604
USP46,0.24019817
FIP1L1,0.420422978
LNX1,0.223365569
RP11-571I18.4,0.093689102
CHIC2,0.209782681
SRD5A3,0.199289636
TMEM165,0.181654833
CLOCK,0.272679182
EXOC1,0.302069118
CEP135,0.016726436
KIAA1211,0.009563594
AASDH,0.332440827
PAICS,0.04557274
SRP72,0.360578803
REST,0.713337676
NOA1,0.14216074
POLR2B,0.534105861
IGFBP7,0.005565747
CENPC,0.132670263
UBA6,0.136746584
YTHDC1,0.42587624
UGT2B17,3.184003469
UGT2B15,0.010401411
UGT2A3,0.374990614
UGT2B7,0.064234327
SULT1B1,2.11806867
SULT1E1,0.269489315
IGJ,26.91818127
UTP3,0.164650145
RUFY3,0.185880119
GRSF1,0.777217482
DCK,0.143389036
SLC4A4,0.530652159
COX18,0.140642471
ANKRD17,0.517961674
RASSF6,1.131587296
CXCL1,0.069323313
PF4,0.022171769
CXCL3,0.188392094
CXCL2,0.022130815
MTHFD2L,0.088570447
EREG,0.035487233
AREG,0.159403686
PARM1,0.815264825
RP11-44F21.5,0.053382981
RCHY1,0.428300136
THAP6,0.25480109
CDKL2,0.038093184
G3BP2,0.842478482
USO1,0.634001594
NAAA,0.762535402
SDAD1,0.078910291
CXCL10,0.419181757
CXCL11,0.083836351
NUP54,0.204788857
SCARB2,0.86469495
SHROOM3,0.88693031
Sep-11,1.715472948
CCNI,2.117395023
CCNG2,0.592299752
CNOT6L,0.618209762
MRPL1,0.300951967
FRAS1,0.013061105
ANXA3,0.756812337
BMP2K,0.798297089
PAQR3,0.062061772
ANTXR2,0.503401383
BMP3,0.197386661
PRKG2,0.10285133
RASGEF1B,0.242571756
RP11-127B20.2,0.020019218
HNRNPD,0.437858438
RP11-127B20.3,0.088929994
HNRNPDL,0.528653493
ENOPH1,0.005565747
SEC31A,0.487262149
THAP9-AS1,0.201677897
LIN54,0.17016349
COPS4,0.187213982
PLAC8,7.991536857
COQ2,0.267660275
HPSE,0.177817711
HELQ,0.005987909
MRPS18C,0.852859287
FAM175A,0.087481239
AGPAT9,0.619353557
CDS1,0.143595008
WDFY3,0.118126362
C4orf36,0.303085115
AFF1,0.48995436
KLHL8,0.412239188
HSD17B11,3.815386156
NUDT9,0.505032097
SPP1,0.005987909
ABCG2,1.46060994
PPM1K,0.045846002
HERC6,0.125401284
HERC5,0.026974536
PYURF,0.943522606
HERC3,0.2583041
FAM13A-AS1,0.051225309
FAM13A,0.425270328
GPRIN3,0.050415423
CCSER1,0.022171769
SMARCAD1,0.065236616
PDLIM5,1.258833489
UNC5C,1.111542308
RP11-710C12.1,0.020241604
RAP1GDS1,0.165343915
EIF4E,0.853419823
METAP1,0.09935902
ADH5,1.142286868
ADH1A,0.008469523
ADH1B,0.042403459
TRMT10A,0.149589503
MTTP,0.016726436
DAPP1,0.099566773
LAMTOR3,0.764097088
DNAJB14,0.555853622
H2AFZ,2.277241003
PPP3CA,0.852226248
AP001816.1,0.247725431
SLC39A8,0.208839886
NFKB1,0.154829454
MANBA,0.19268224
UBE2D3,3.534799061
RP11-10L12.4,0.031558666
CISD2,0.227489326
BDH2,0.434150416
TET2,0.358222976
PPA2,0.872995775
ARHGEF38,0.055114638
INTS12,0.149807909
GSTCD,0.029921486
AIMP1,0.979179777
PAPSS1,0.065697573
SGMS2,0.465320016
RP11-286E11.2,0.005565747
HADH,1.282626934
LEF1,0.020019218
RPL34,25.74692127
OSTC,0.715161853
SEC24B,0.298058444
CCDC109B,0.10332808
CASP6,0.502123863
PLA2G12A,0.352358607
CFI,0.044335054
GAR1,0.104382006
ELOVL6,0.66049035
ENPEP,0.165343915
PITX2,0.381153804
C4orf32,0.044054995
AP1AR,0.154939266
C4orf21,0.005565747
LARP7,1.072462098
CAMK2D,1.029635904
UGT8,0.042533787
SNHG8,0.967828933
PRSS12,0.173676875
RP11-384K6.6,0.016726436
METTL14,0.220386266
SEC24D,0.009340487
USP53,0.751193025
C4orf3,0.867777897
FABP2,1.85741745
PDE5A,0.249621026
MAD2L1,0.049783803
PRDM5,0.034714508
TNIP3,0.086856395
ANXA5,0.218345237
EXOSC9,0.134678075
CCNA2,0.069707783
BBS7,0.069320767
KIAA1109,0.802057865
BBS12,0.118864743
NUDT6,0.024137674
SPATA5,0.156197222
SPRY1,0.070166618
LINC01091,0.033616609
ANKRD50,0.009563594
INTU,0.029921486
PLK4,0.005565747
MFSD8,0.14916662
C4orf29,0.043414473
LARP1B,0.364054484
PGRMC2,0.4741216
JADE1,0.077639752
SCLT1,0.210054079
C4orf33,0.451984415
ELF2,0.271534419
NDUFC1,2.408473742
NAA15,0.158561829
RP11-83A24.2,0.614720375
RAB33B,0.022171769
SETD7,0.008469523
MGST2,0.855246267
MAML3,0.079365079
SCOC,0.573162946
CLGN,0.167498164
ELMOD2,0.257549812
TBC1D9,0.07029358
ZNF330,0.065485619
IL15,0.106932315
INPP4B,0.411148284
USP38,0.553661336
GAB1,0.286046534
SMARCA5,0.629870799
ANAPC10,0.06629171
ABCE1,0.191834871
OTUD4,0.312375732
SMAD1,0.464913502
MMAA,0.107326067
ZNF827,0.129746156
LSM6,0.510700258
SLC10A7,0.09887676
TMEM184C,0.079309482
PRMT10,0.274254747
NR3C2,0.676705346
LRBA,0.220052893
RPS3A,20.61125077
SH3D19,1.089685301
FAM160A1,0.035460368
PET112,0.069800074
FBXW7,0.350358634
ARFIP1,0.469333745
FHDC1,0.038769307
TRIM2,0.356153845
PLRG1,0.530308244
CTSO,0.25063577
FAM198B,0.019139489
TMEM144,0.066043905
ETFDH,0.350333228
PPID,0.284483422
FNIP2,1.197804233
RAPGEF2,0.417956749
NPY1R,0.741056648
NPY5R,0.024898414
TMA16,0.159132624
RP11-294O2.2,0.521375483
TMEM192,0.05238189
KLHL2,0.11671857
MSMO1,0.396542891
DDX60,0.638315413
DDX60L,0.123201306
PALLD,0.074951812
CBR4,0.30388948
SH3RF1,0.428561443
NEK1,0.041644456
CLCN3,0.798407699
C4orf27,0.362479554
RP11-789C1.1,0.017243282
GALNT7,0.86195814
HMGB2,0.484018926
SAP30,0.074234859
FBXO8,0.160811165
HPGD,2.768342018
SPCS3,0.94154874
AGA,0.045614237
DCTD,0.055449994
CDKN2AIP,0.020802823
ING2,0.228889548
RWDD4,0.160927701
TRAPPC11,0.111867817
IRF2,0.614787397
CASP3,0.222700584
PRIMPOL,0.019139489
SLC25A4,0.734654566
KIAA1430,0.111821552
SNX25,0.020856275
LRP2BP,0.088962298
ANKRD37,0.19083313
UFSP2,0.037647861
SORBS2,0.039261973
TLR3,0.617458562
CYP4V2,0.159876493
KLKB1,0.164126171
MTNR1A,0.020241604
FAT1,0.894308206
FRG1,0.182123553
SDHA,0.90390634
PDCD6,1.740364027
C5orf55,0.106421555
EXOC3,0.13802871
CTD-2228K2.5,0.910740061
BRD9,0.219219274
SLC12A7,0.30451418
CLPTM1L,0.223406182
LPCAT1,0.005987909
MRPL36,0.343773213
NDUFS6,2.931617535
KIAA0947,0.314176926
MED10,0.215774964
NSUN2,0.032990443
CTD-2044J15.2,0.064234327
PAPD7,0.009563594
FASTKD3,0.048593791
MIR4458HG,0.251290779
SEMA5A,0.384644005
SNHG18,0.478998154
FAM173B,0.021539413
CCT5,1.445095551
CMBL,1.464272247
Mar-06,0.708142696
DAP,0.514101953
TRIO,0.032002048
FAM105A,0.552584225
FAM105B,0.059491275
ANKH,0.2981175
CTB-40H15.4,0.135076724
ZNF622,0.91343466
FAM134B,0.538776598
MYO10,0.98422028
C5orf17,0.005987909
DROSHA,0.087593472
C5orf22,0.156551119
GOLPH3,0.502693241
CTD-2186M15.3,0.017243282
MTMR12,0.034714508
ZFR,0.907839207
SUB1,3.316309082
TARS,0.512578956
C1QTNF3,0.010401411
RAI14,0.026990845
RAD1,0.251153119
BRIX1,0.205511024
DNAJC21,0.59377563
PRLR,0.008469523
LMBRD2,0.405863853
SKP2,0.019741898
NADK2,0.042086133
NIPBL,1.194761824
WDR70,0.132462943
RICTOR,0.386992453
FYB,0.018680974
DAB2,0.176920949
PTGER4,0.55096411
TTC33,0.06324027
PRKAA1,0.477005865
RPL37,14.18152954
CARD6,0.022171769
OXCT1,0.035669362
C5orf51,0.068618992
FBXO4,0.200485987
GHR,0.099802183
CCDC152,0.037507255
SEPP1,3.827381857
ZNF131,0.01781001
HMGCS1,0.603306018
CCL28,2.486950807
C5orf28,0.005565747
PAIP1,0.235731605
NNT-AS1,0.057881421
NNT,0.134723737
MRPS30,0.098864741
ITGA1,0.047190597
PELO,0.008282534
ITGA2,0.083081442
MOCS2,0.168661037
CTD-2366F13.1,0.038769307
NDUFS4,1.636544431
ARL15,0.141519913
SNX18,0.140351607
GZMA,0.040270303
GPX8,0.011442485
DHX29,0.594297328
SKIV2L2,0.307712397
PPAP2A,1.210134871
SLC38A9,0.016726436
IL6ST,0.216722775
CTD-2031P19.3,0.013068752
MAP3K1,0.062399429
SETD9,0.220337985
MIER3,0.84809488
GPBP1,0.997099752
PLK2,0.21101919
PDE4D,0.225038917
DEPDC1B,0.056833682
ELOVL7,0.122688288
ERCC8,0.095697443
NDUFAF2,0.301784251
SMIM15,0.816403656
ZSWIM6,0.126695401
KIF2A,0.225627591
DIMT1,0.164781302
IPO11,0.066174169
SREK1IP1,0.569378686
CWC27,0.151914694
PPWD1,0.099237141
TRIM23,0.102945989
TRAPPC13,0.044335054
CTC-534A2.2,0.029623661
CTD-2033C11.1,0.005565747
ERBB2IP,1.815209698
SREK1,0.582915063
PIK3R1,0.470027685
SLC30A5,0.037453574
CCNB1,0.073558133
CENPH,0.053896979
MRPS36,1.376915309
CDK7,0.137730247
CCDC125,0.718563113
TAF9,0.685607714
RAD17,0.159564463
MARVELD2,0.168318758
OCLN,0.267454928
SMN2,0.009340487
SERF1A,0.006530553
SMN1,0.005565747
GTF2H2,0.07911131
BDP1,0.157080754
MCCC2,0.073413174
MRPS27,0.105460798
TNPO1,0.299898356
FCHO2,0.334329925
TMEM171,0.523374966
BTF3,5.46025045
ANKRA2,0.133799043
UTP15,0.095436572
ARHGEF28,0.242070165
ENC1,0.135333558
HEXB,0.66923101
GFM2,0.019139489
NSA2,1.308123444
HMGCR,0.543677761
COL4A3BP,0.373491974
POLK,0.171647448
CTC-366B18.4,0.019139489
IQGAP2,1.463814536
F2RL1,0.55350769
AGGF1,0.268100892
WDR41,0.090050686
TBCA,2.014702029
AP3B1,0.41934705
SCAMP1,0.07388645
LHFPL2,0.107127771
ARSB,0.037567795
JMY,0.011131494
PAPD4,0.192348511
CMYA5,0.03047294
SERINC5,0.172182548
ZFYVE16,0.587472147
CTD-2015H6.3,0.060284979
DHFR,0.263584217
MTRNR2L2,0.366156541
MSH3,0.012518462
CKMT2-AS1,0.064455125
ZCCHC9,0.320691019
SSBP2,0.144892157
ATG10,0.093259522
RPS23,15.61639135
TMEM167A,0.668001544
XRCC4,0.430979217
EDIL3,0.076886136
CTD-2269F5.1,0.016726436
COX7C,11.93776372
RASA1,0.010401411
CTC-428H11.2,0.029138809
CCNH,0.284440206
TMEM161B,0.111607143
TMEM161B-AS1,0.097294759
MEF2C,0.159873032
CETN3,0.317573765
POLR3G,0.026565223
LYSMD3,0.167848344
ARRDC3,0.1446019
FAM172A,0.268418518
POU5F2,0.05583847
TTC37,0.375982623
RFESD,0.044687545
RHOBTB3,0.407078872
GLRX,2.064252562
ELL2,0.214757652
CAST,4.512298822
ERAP1,0.200038152
ERAP2,0.414567608
LNPEP,0.064595163
RIOK2,0.179985381
RGMB,0.174747875
CHD1,1.107403071
FAM174A,0.260479896
PAM,0.248049838
GIN1,0.056791056
PPIP5K2,0.658235136
C5orf30,0.191683748
NUDT12,0.069138676
EFNA5,0.109999003
FBXL17,0.153079995
LINC01023,0.062821591
FER,0.085621778
PJA2,0.743600754
MAN2A1,0.319829684
SLC25A46,0.382858953
WDR36,0.134163585
STARD4,0.167603395
EPB41L4A,0.006530553
EPB41L4A-AS1,0.284059168
APC,0.460087679
SRP19,0.28425157
REEP5,1.502045639
DCP2,0.129301128
YTHDC2,0.039633975
TRIM36,0.170849197
CTC-428G20.3,0.169548818
PGGT1B,0.421214006
CTC-428G20.6,0.058356676
CCDC112,0.459282477
FEM1C,0.565078752
TMED7,0.519441349
ATG12,0.471182177
AP3S1,0.624779709
COMMD10,0.144395586
SEMA6A,0.629549145
CTB-118N6.3,0.008469523
LINC00992,0.011442485
DTWD2,0.056833682
DMXL1,0.193660059
TNFAIP8,0.103339947
HSD17B4,0.645164279
SRFBP1,0.311539366
LOX,0.098658248
SNX2,0.529361105
SNX24,0.20841578
PPIC,0.685074951
CSNK1G3,0.491976173
ZNF608,0.182246685
GRAMD3,1.142351039
ALDH7A1,0.224557039
PHAX,0.407266066
LMNB1,0.101533441
Mar-03,0.159811021
C5orf63,0.230086845
PRRC1,0.379485504
CTC-228N24.3,0.089976953
SLC12A2,0.43357077
ISOC1,0.311898959
HINT1,9.837838928
LYRM7,0.149207874
CDC42SE2,0.922106914
FNIP1,0.239771172
P4HA2,0.533775265
PDLIM4,0.21494709
SLC22A4,0.017243282
SLC22A5,0.486683006
C5orf56,0.205552768
IRF1,2.01191661
RAD50,0.481684924
KIF3A,0.199298469
Sep-08,0.157448298
SOWAHA,0.223003175
SHROOM1,0.16324892
UQCRQ,8.272318897
LEAP2,0.139674822
AFF4,0.964389738
ZCCHC10,0.518042916
HSPA4,0.255245188
C5orf15,0.241296329
VDAC1,2.792762957
TCF7,0.119210987
SKP1,4.565496986
PPP2CA,0.489401654
UBE2B,1.336199162
CDKN2AIPNL,0.243939845
AC005355.2,0.188853958
JADE2,0.005987909
SAR1B,0.886061623
SEC24A,0.227980343
CAMLG,0.267418939
DDX46,1.144316132
C5orf24,0.232838807
TXNDC15,0.058078693
PCBD2,0.044757216
H2AFY,1.515966226
CXCL14,0.057603687
SMAD5,0.028822735
AC009014.3,0.099423972
KLHL3,0.1074437
HNRNPA0,0.921068537
RP11-381K20.2,0.019139489
FAM13B,0.054028032
BRD8,0.190424932
CDC23,0.035378909
FAM53C,0.305173193
KDM3B,0.148614087
EGR1,1.549562414
ETF1,0.344459558
HSPA9,0.44349823
CTNNA1,2.526585734
SIL1,0.204731592
MATR3,0.642505543
PAIP2,0.699244721
SLC23A1,0.093689102
MZB1,0.948049881
TMEM173,0.108333921
UBE2D2,1.09480995
CXXC5,0.214337988
PURA,0.402706185
IGIP,0.086922982
CYSTM1,8.807503186
PFDN1,0.860918734
HBEGF,0.3447625
ANKHD1,0.135622048
SRA1,0.534950273
SLC35A4,0.249524947
CD14,0.125135883
NDUFA2,2.237620124
TMCO6,0.032526672
IK,1.467844074
WDR55,0.279467001
DND1,0.073425752
HARS,0.048612529
HARS2,0.051653554
ZMAT2,0.880511579
PCDHB14,0.009340487
TAF7,1.01572463
DIAPH1,0.099761629
HDAC3,0.102762635
ARAP3,0.029921486
PCDH1,0.526548012
KIAA0141,0.146964256
RNF14,0.162716415
GNPDA1,0.127699495
NDFIP1,0.741437528
SPRY4,0.125619128
ARHGAP26,0.63325293
NR3C1,0.144273151
YIPF5,0.605006622
KCTD16,0.020241604
PRELID2,0.524928304
SH3RF2,0.120877143
LARS,0.419569241
RBM27,0.608704848
TCERG1,0.417464692
SPINK1,2.569055777
SPINK5,0.619478973
FBXO38,0.367653472
GRPEL2,0.14825605
CSNK1A1,1.386039653
ARHGEF37,0.035460368
PPARGC1B,0.229219955
PDE6A,0.088991468
SLC26A2,5.991414031
CSF1R,0.029178338
CDX1,2.526715815
SLC6A7,0.008282534
TCOF1,0.030643015
CD74,5.931260406
RPS14,32.53166147
SYNPO,0.321448233
RBM22,0.335725034
DCTN4,0.164977775
ZNF300,0.029921486
TNIP1,0.582183796
CCDC69,0.043431093
GM2A,0.170436224
SLC36A1,0.225429757
ATOX1,0.97891218
G3BP1,0.429950971
FAM114A2,0.017607122
MFAP3,0.063925812
GALNT10,0.291159156
SAP30L,0.300146031
LARP1,0.532686614
FAXDC2,0.071530308
CNOT8,0.287925942
MRPL22,0.658331071
MED7,0.138139843
CYFIP2,0.029921486
ADAM19,0.103339947
C5orf52,0.081029508
THG1L,0.137731064
LSM11,0.345229368
CLINT1,0.50629033
RNF145,0.571137906
UBLCP1,0.312036321
TTC1,0.474163066
PWWP2A,0.533452304
FABP6,0.072564906
CCNJL,0.283458658
C1QTNF2,0.037736988
SLU7,0.670159631
PTTG1,0.151996742
ATP10B,0.518339704
CCNG1,0.493542269
NUDCD2,0.182368361
HMMR,0.005565747
MAT2B,0.318646781
RARS,0.49094103
PANK3,1.334391566
SPDL1,0.058356676
LCP2,0.019139489
RANBP17,0.050415423
NPM1,2.722766713
FBXW11,0.112540644
STK10,0.130668796
UBTD2,0.183726614
NEURL1B,1.054168508
DUSP1,2.392054568
ERGIC1,0.621268638
RPL26L1,0.605528991
ATP6V0E1,3.442676225
CREBRF,0.549389709
STC2,0.005987909
BOD1,0.126393705
CPEB4,0.379034734
SFXN1,0.309814934
THOC3,0.199765663
RP11-844P9.2,0.064142036
SIMC1,0.020241604
KIAA1191,0.274058349
NOP16,0.109620012
HIGD2A,2.858373845
CLTB,4.904154975
FAF2,0.11655302
RNF44,0.192414277
CDHR2,2.199816649
GPRIN1,0.064234327
TSPAN17,0.154425579
UIMC1,0.063643201
FGFR4,0.015328396
NSD1,0.226146186
RAB24,0.008469523
MXD3,0.165343915
PRELID1,6.699953554
LMAN2,0.927981711
RGS14,0.009340487
F12,0.029623661
GRK6,0.120366511
PRR7,0.104077955
PDLIM7,0.149218819
DDX41,0.203020262
FAM193B,0.017243282
TMED9,0.898243917
B4GALT7,0.210216533
N4BP3,0.005565747
RMND5B,0.140840647
NHP2,1.099403105
HNRNPAB,1.851699878
PHYKPL,0.394941498
CLK4,0.519815453
ZNF354A,0.036201412
ZNF354B,0.044687545
RUFY1,0.248416009
HNRNPH1,1.525304764
CANX,1.622135661
MAML1,0.005987909
MGAT4B,2.07329925
SQSTM1,3.07275491
C5orf45,0.112560037
TBC1D9B,0.246150771
RNF130,0.097176679
MAPK9,0.058381593
CNOT6,0.079532476
MGAT1,0.254535727
LINC00847,0.165343915
ZFP62,0.075646519
BTNL8,0.261862282
BTNL3,0.340473257
TRIM41,0.226530213
GNB2L1,9.151668845
TRIM52,0.041625042
TRIM52-AS1,0.081794651
DUSP22,0.052680041
EXOC2,0.195962885
FOXQ1,0.037721045
GMDS,0.775901399
GMDS-AS1,0.247488465
WRNIP1,0.056480068
SERPINB1,3.446886915
SERPINB9,0.095602989
SERPINB6,3.211058039
LINC01011,0.028280092
NQO2,0.072737659
RIPK1,0.160220273
BPHL,0.129985274
TUBB2A,0.362739646
TUBB2B,0.008282534
PSMG4,0.173803322
SLC22A23,0.610951356
FAM50B,0.119686464
PRPF4B,0.76149507
ECI2,0.368033996
CDYL,0.304355193
RPP40,0.048122457
LYRM4,0.098422724
FARS2,0.171345193
RP1-80N2.3,0.05583847
RREB1,0.479607561
SSR1,0.374065174
RIOK1,0.255153183
RP3-512B11.3,0.04114549
DSP,3.104742141
SNRNP48,0.091159285
BLOC1S5,0.070336169
EEF1E1,0.152407862
SLC35B3,0.456722075
GCNT2,0.3119619
PAK1IP1,0.118913901
TMEM14C,0.599816919
TMEM14B,0.658526415
SMIM13,0.159735678
NEDD9,0.541395541
ADTRP,1.43678479
HIVEP1,0.03830361
EDN1,0.700037531
TBC1D7,0.204214007
GFOD1,0.253035258
SIRT5,0.162077355
RP1-223E5.4,0.033616609
NOL7,1.260280907
RANBP9,0.269980145
MCUR1,0.352164437
JARID2,0.3713809
DTNBP1,0.199741093
MYLIP,0.175551241
GMPR,0.01403527
ATXN1,0.170742723
FAM8A1,0.680044468
NUP153,0.131148451
KIF13A,0.168016005
NHLRC1,0.006530553
TPMT,1.345325284
KDM1B,0.259251757
DEK,0.81551918
RP4-625H18.2,0.062500732
ID4,0.218397973
MBOAT1,0.692098944
E2F3,0.04213473
SOX4,0.599309164
DCDC2,0.095594983
MRS2,0.009563594
ALDH5A1,0.009340487
KIAA0319,0.005987909
TDP2,5.526105088
ACOT13,1.616273897
C6orf62,1.20142484
GMNN,1.289717153
LRRC16A,0.310827569
SLC17A4,1.798485929
TRIM38,0.419358538
U91328.20,0.069226282
HIST1H2BB,0.033390319
HIST1H1C,1.897532103
HIST1H4C,1.329033101
HIST1H2BC,0.172150508
HIST1H2AC,1.604669575
HIST1H1E,0.310034851
HIST1H2BD,0.625540039
HIST1H3D,0.160875968
HIST1H4E,0.103339947
HIST1H2BG,0.03047294
HIST1H2AE,0.161792275
HIST1H1D,0.165549664
HIST1H2BH,0.033725425
HIST1H3G,0.049907575
HIST1H4H,0.12429675
BTN3A2,0.279369136
BTN2A2,0.019139489
BTN3A1,0.337279078
BTN2A1,0.210377601
HMGN4,0.005987909
ABT1,0.218263548
ZNF322,0.20445603
RP11-457M11.5,0.18001888
HIST1H2BJ,0.098807173
HIST1H2AG,0.011131494
HIST1H2BK,0.830928541
HIST1H2AH,0.042235437
PRSS16,0.082819502
ZNF184,0.070142037
HIST1H2AJ,0.008282534
HIST1H2AM,0.056738734
RP1-313I6.12,0.262290432
ZNF165,0.198476456
ZSCAN16-AS1,0.02111725
ZKSCAN8,0.008469523
ZKSCAN4,0.044291519
PGBD1,0.008469523
ZKSCAN3,0.038769307
TRIM27,0.12959738
HLA-F,2.232951196
HLA-G,0.033521397
HLA-A,26.99125892
ZNRD1,0.446535834
PPP1R11,0.695315798
TRIM31,2.937426486
TRIM15,1.280483803
TRIM26,0.284575666
HCG18,0.110093387
RPP21,0.036208762
HLA-E,5.871338699
GNL1,0.297475534
ABCF1,0.308269674
PPP1R10,0.85786069
MRPS18B,0.59724906
ATAT1,0.044943976
C6orf136,0.460602533
DHX16,0.443801477
MDC1,0.208862063
TUBB,0.508609231
FLOT1,0.856600157
XXbac-BPG252P9.10,0.052587976
IER3,3.600734955
DDR1,1.015341766
VARS2,0.148803741
PSORS1C1,0.115981591
CCHCR1,0.347614711
XXbac-BPG299F13.17,0.018367767
HCG27,0.017243282
HLA-C,13.00976524
HLA-B,26.66068126
XXbac-BPG181B23.7,0.020241604
MICA,0.119585292
DDX39B,0.030419869
NFKBIL1,0.200295642
TNF,0.019139489
LTB,0.079194448
LST1,0.027422022
PRRC2A,0.18038084
BAG6,0.314958653
APOM,0.026565223
C6orf47,0.173642393
GPANK1,0.250644174
CSNK2B,1.277348374
DDAH2,1.551635569
CLIC1,8.73598223
VWA7,0.037967167
VARS,0.273829723
LSM2,0.718786204
HSPA1A,3.469010783
HSPA1B,1.679577479
C6orf48,0.200943909
NEU1,0.659489334
SLC44A4,2.000593041
C2,0.161573874
CFB,0.163925459
NELFE,0.497507711
SKIV2L,0.053130446
DXO,0.018683945
STK19,0.09419345
ATF6B,0.311332161
FKBPL,0.061669061
PRRT1,0.033616609
PPT2,0.006530553
AGPAT1,0.165637886
RNF5,0.84390974
AGER,0.016726436
PBX2,0.13520355
HLA-DRA,2.436160642
HLA-DRB5,0.744918247
HLA-DRB1,1.195051217
HLA-DQB1,0.03602005
HLA-DOB,0.122906882
TAP2-ENSG00000204267,0.122327744
PSMB8,3.16323257
TAPSAR1,0.083374122
PSMB9,1.456291938
TAP1,0.822616328
HLA-DMA,0.695201004
BRD2,0.493943347
HLA-DPA1,0.870948295
HLA-DPB1,0.648638674
RXRB,0.206041681
SLC39A7,0.605444291
HSD17B8,0.258969175
RING1,0.110579824
VPS52,0.026974536
RPS18,39.87539787
B3GALT4,0.374076416
WDR46,0.178442654
PFDN6,0.975646575
RGL2,0.130783687
TAPBP,3.245051853
ZBTB22,0.026974536
DAXX,0.141399818
KIFC1,0.005565747
PHF1,0.106644211
CUTA,1.109397413
SYNGAP1,0.057603687
ZBTB9,0.011442485
BAK1,0.422999649
LINC00336,0.017243282
ITPR3,0.221041081
UQCC2,0.512694564
LEMD2,0.12831316
HMGA1,0.990992278
C6orf1,0.041644456
NUDT3,0.106769997
RPS10,3.763815455
SPDEF,0.147836148
C6orf106,0.133337382
RP11-140K17.3,0.135851396
SNRPC,0.570337451
UHRF1BP1,0.197595123
TAF11,0.373662304
ANKS1A,0.26507515
ZNF76,0.084655212
DEF6,0.012518462
PPARD,0.275839263
RPL10A,12.55356866
TEAD3,0.133867934
FKBP5,0.185817571
SRPK1,0.500617847
MAPK14,0.210544142
MAPK13,0.505517273
BRPF3,0.23229199
C6orf222,0.065114525
ETV7,0.085352989
KCTD20,0.109653038
STK38,0.515251665
SRSF3,2.414621008
CDKN1A,2.086550393
CPNE5,0.020549071
PPIL1,0.005987909
C6orf89,0.430456202
MTCH1,1.169142589
COX6A1P2,0.24355372
PIM1,0.325819638
TBC1D22B,0.107998735
RNF8,0.394840513
CMTR1,0.098008468
CCDC167,0.111395562
ZFAND3,0.15399137
BTBD9,0.189200501
GLO1,0.191960484
SAYSD1,0.181230635
UNC5CL,0.005987909
OARD1,0.378897386
NFYA,0.047480476
FOXP4,0.152609348
MDFI,0.005987909
TFEB,0.101690352
PRICKLE4,0.008469523
MED20,0.108738776
CCND3,0.284304872
TAF8,0.057814895
RP11-7K24.3,0.155009921
C6orf132,0.439023188
MRPS10,0.286377857
UBR2,0.951157243
TBCC,0.469801238
RPL7L1,0.257242092
C6orf226,0.243825196
CNPY3,0.19269028
PEX6,0.055998131
PPP2R5D,0.27813013
MEA1,0.403460298
KLHDC3,0.35212457
RRP36,0.057853091
CUL7,0.041867159
KLC4,0.406286944
MRPL2,0.433574785
PTK7,0.008469523
SRF,0.005987909
CUL9,0.036424519
DNPH1,1.701224174
ZNF318,0.079365079
ABCC10,0.033616609
TJAP1,0.03830361
POLR1C,0.160632079
YIPF3,0.783291339
XPO5,0.009563594
POLH,0.042235437
GTPBP2,0.226460467
MAD2L1BP,0.384729459
MRPS18A,0.557520187
VEGFA,0.609736563
MRPL14,2.043869987
TMEM63B,0.239752071
SLC29A1,0.019139489
HSP90AB1,5.755191121
SLC35B2,0.099983934
NFKBIE,0.200558176
CDC5L,0.57595716
SUPT3H,0.008469523
CLIC5,0.61767551
ENPP4,0.444077881
MEP1A,0.944148933
GPR116,0.019045588
TNFRSF21,0.174294801
RP11-385F7.1,0.008282534
CD2AP,2.635323837
GPR115,0.095085958
MUT,0.353347628
CENPQ,0.193242413
C6orf141,0.028479975
MCM3,0.282912341
PAQR8,0.842795349
TRAM2,0.020019218
TRAM2-AS1,0.029921486
TMEM14A,0.193794854
